"Model","File","OldName","NewName","Folder","Description","Candidate","Line"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% Entrées Salariés","% Entrées Salariés","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","410"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% quittançable TTC","% quittançable TTC","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2898"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Comm Fi mensuelle","% Tx Vac Comm Fi mensuelle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","502"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Strat Fi mensuelle","% Tx Vac Strat Fi mensuelle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","470"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Tech Fi mensuelle","% Tx Vac Tech Fi mensuelle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","487"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% tximpaye M Operation","% tximpaye M Operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","157"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv Hpp M operation","% txrecouv Hpp M operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","97"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv Hpp YTD operation","% txrecouv Hpp YTD operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","137"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv M operation","% txrecouv M operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","82"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv YTD operation","% txrecouv YTD operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","117"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% Vac strat","% Vac strat","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1297"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Commerces M","% Vacance Financière Commerces M","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3728"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Commerces YTD","% Vacance Financière Commerces YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3723"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Commerciale Commerces YTD","% Vacance Financière Commerciale Commerces YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3713"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Stratégique Commerces YTD","% Vacance Financière Stratégique Commerces YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3718"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","% Vacance globale commerces et logements HC YTD","% Vacance globale commerces et logements HC YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3848"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","€ Quittancement logements et commerces M HC","€ Quittancement logements et commerces M HC","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3826"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","€ Quittancement logements et commerces YTD HC","€ Quittancement logements et commerces YTD HC","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3831"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","€ Quittancement YTD M-1","€ Quittancement YTD M-1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3890"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","€ Total Vacance M UG","€ Total Vacance M UG","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","386"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Absenteisme :","Absenteisme :","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1753"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Acquisitions","Acquisitions","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1725"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Affaires économiques sociales et familiales","Affaires économiques sociales et familiales","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1835"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Affaires traitées","Affaires traitées","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1831"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Agréments","Agréments","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1785"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Agréments Réhab","Agréments Réhab","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1839"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Aménagements PMR","Aménagements PMR","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1773"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Attributions salariées","Attributions salariées","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1769"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Autre variation de stock","Autre variation de stock","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","43"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Balance annuelle","Balance annuelle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","675"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Compromis :","Compromis :","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1721"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","croissance_soldem_ca_operation_+","croissance_soldem_ca_operation_+","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1254"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","CroissanceSoldem_CA_Operation_YTD N-1","CroissanceSoldem_CA_Operation_YTD N-1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1234"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","CroissanceSoldem_CA_Operation_YTD_test","CroissanceSoldem_CA_Operation_YTD_test","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3359"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","DAF Financements obtenus","DAF Financements obtenus","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1804"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","DAF Trésoreries","DAF Trésoreries","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1800"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Dates données GL","Dates données GL","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2083"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","DDC Livraisons","DDC Livraisons","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1777"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Découpage 2","Découpage 2","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2644"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Découpage1","Découpage1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2617"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Dette avec PP","Dette avec PP","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","901"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Dette YTD","Dette YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3442"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","DIS dénominateur","DIS dénominateur","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2724"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","DIS indicateur % de loyer / loyer plafond","DIS indicateur % de loyer / loyer plafond","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2729"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","DIS numérateur","DIS numérateur","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2719"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","DistinctCount_CodeCA_par_Tranche","DistinctCount_CodeCA_par_Tranche","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2102"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Dont CDI :","Dont CDI :","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1748"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Encaissement_Alloc_Cumul_Annuel","Encaissement_Alloc_Cumul_Annuel","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2573"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Entrées 2024","Entrées 2024","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1761"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Entrées salariées recalcul","Entrées salariées recalcul","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1815"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Entrées salariés YTD graph","Entrées salariés YTD graph","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1277"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Entrées YTD LOC","Entrées YTD LOC","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1301"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Entrées YTD N-1","Entrées YTD N-1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","602"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","ETP","ETP","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1743"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Fonds propres","Fonds propres","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1808"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","heures d'insertion","heures d'insertion","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1788"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Indice de pauvreté","Indice de pauvreté","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3871"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Livraisons cumulées alt","Livraisons cumulées alt","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1140"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Logements 2023","Logements 2023","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1696"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Logements indécents","Logements indécents","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2698"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Mesure","Mesure","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","965"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Mesure 2","Mesure 2","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1713"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Mesure 3","Mesure 3","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1969"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Mesure 4","Mesure 4","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2689"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Mesure 5","Mesure 5","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2825"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Mesure 6","Mesure 6","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3998"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Mesure 7","Mesure 7","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","4024"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Mises en chantier","Mises en chantier","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1782"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Mises en chantier Réhab","Mises en chantier Réhab","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1740"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Mobilité 2024","Mobilité 2024","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1765"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","MoisDecembre","MoisDecembre","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3400"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Moyenne Glissante 12m Vac fi","Moyenne Glissante 12m Vac fi","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","12"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Nb jour vac YTD","Nb jour vac YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1590"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Nb NA","Nb NA","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3122"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Nb PLS","Nb PLS","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","3227"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Nombre d'entrée PP","Nombre d'entrée PP","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","659"
"Vacance financière commerce.SemanticModel","Vacance financière commerce\Vacance financière commerce.SemanticModel\definition\tables\Mesure.tmdl","Nombre d'entrée PP YTD","Nombre d'entrée PP YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","390"
